FID,time,profile,depth,segment,distance,start_latitude,start_longitude,start_time,bottom_depth,ctd_bottle_closure_time,ctd_pressure,ctd_depth,ctd_latitude,ctd_longitude,ctd_temperature_1,ctd_temperature_2,ctd_conductivity_1,ctd_conductivity_2,ctd_salinity_1,ctd_salinity_2,ctd_oxygen,ctd_oxygen_saturation,ctd_fluorescence,ctd_beam_attenuation,ctd_beam_transmission,ctd_ph,discrete_oxygen,discrete_chlorophyll,discrete_phaeopigment,discrete_fofa_ratio,discrete_phosphate,discrete_silicate,discrete_nitrate,discrete_nitrite,discrete_ammonium,discrete_salinity,discrete_dic,discrete_pco2,pco2_analysis_temp,calculated_alkalinity,calculated_ph,calculated_co2aq,calculated_bicarb,calculated_co3,calculated_omega_c,calculated_omega_a,geom,source,source_id
fffe2293-19ad-55f4-83dd-1e97b5854063.1,2017-07-27T23:37:00,16,220.391006,0,0,44.37405,-124.95625,2017-07-27T23:37:00,5000,2017-07-27T23:46:00,192.816,,,,7.3815,,3.453588,,33.7067,,,,,,,,,0.043,0.122,1.26,,,,,,33.994,,,,,,,,,,,POINT (-124.95625 44.37405),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.2,2017-07-27T23:37:00,16,220.391006,0,1.37,44.37406,-124.95624,2017-07-27T23:37:00,5000,2017-07-27T23:42:00,192.898,,,,7.3803,,3.444809,,33.6126,,,,,,,,,0.027,0.099,1.21,,,,,,33.996,,,,,,,,,,,POINT (-124.95624 44.37406),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.3,2017-07-27T23:37:00,16,220.391006,0,1.37,44.37406,-124.95624,2017-07-27T23:37:00,5000,2017-07-27T23:42:00,192.898,,,,7.3803,,3.444809,,33.6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-124.95624 44.37406),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.4,2017-07-28T19:06:26,0,550.835999,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:31:30,556.058,550.836,44.3743,-124.95018,5.4945,5.495,3.339645,3.339875,34.1355,34.1377,22.294072,314.021298,0.0653,12.4556,4.4428,7.554,,,,,,,,,,34.14,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.5,2017-07-28T19:06:26,0,401.492004,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:37:02,405.151,401.492,44.37432,-124.95022,6.2909,6.2901,3.398053,3.398187,34.0672,34.0695,38.197356,308.36248,0.0618,12.3453,4.567,7.581,,,,,,,,,,34.071,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.6,2017-07-28T19:06:26,0,202.395004,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:41:48,204.141,202.395,44.37432,-124.9502,7.2299,7.2302,3.465166,3.46542,33.9753,33.9777,59.17397,301.946235,0.0654,12.3744,4.5339,7.637,79.021041,,,,,,,,,33.98,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.7,2017-07-28T19:06:26,0,202.268997,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:41:27,204.014,202.269,44.37432,-124.95022,7.2294,7.2298,3.465126,3.465381,33.9753,33.9777,59.106981,301.949361,0.0671,12.3743,4.5339,7.636,84.790044,0.034,0.175,1.16,2.59,46.12,34.11,0.03,0.07,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.8,2017-07-28T19:06:26,0,182.735992,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:43:02,184.303,182.736,44.37432,-124.9502,7.353,7.3533,3.474668,3.474925,33.9674,33.9699,63.028093,301.114227,0.0666,12.3622,4.5477,7.649,,0.04,0.143,1.21,2.57,46,33.59,0.02,0.03,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.9,2017-07-28T19:06:26,0,142.679001,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:44:59,143.889,142.679,44.37432,-124.95022,7.637,7.6378,3.495622,3.495912,33.9362,33.9386,72.938059,299.23763,0.0986,12.3627,4.5472,7.668,,0.127,0.156,1.44,2.43,41.8,31.96,0.03,0.06,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.10,2017-07-28T19:06:26,0,12.801,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:54:24,12.906,12.801,44.3743,-124.9502,10.0804,10.0802,3.585444,3.58581,32.6429,32.6468,204.652617,285.808042,12.2,13.3762,3.5298,8.061,313.980317,,,,,,,,,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.11,2017-07-28T19:06:26,0,103.086998,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:47:32,103.951,103.087,44.3743,-124.9502,8.0083,8.0086,3.520609,3.520888,33.8631,33.8658,87.090686,296.87871,0.132,12.3531,4.558,7.725,114.926233,0.122,0.126,1.48,2.29,36.64,30.29,0.04,0.19,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.12,2017-07-28T19:06:26,0,103.008003,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:47:43,103.871,103.008,44.3743,-124.9502,8.0084,8.0086,3.520613,3.520892,33.8631,33.8658,86.947775,296.878264,0.141,12.3549,4.556,7.728,138.05443,,,,,,,,,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.13,2017-07-28T19:06:26,0,83.174004,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:49:00,83.867,83.174,44.3743,-124.95022,8.4049,8.4051,3.547212,3.547477,33.7736,33.7762,89.631817,294.418413,0.154,12.3644,4.5452,7.725,,0.18,0.139,1.56,2.24,33.39,28.88,0.03,0.08,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.14,2017-07-28T19:06:26,0,62.858002,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:50:18,63.378,62.858,44.3743,-124.95021,8.5134,8.5143,3.538109,3.538614,33.5834,33.5878,93.025947,294.068282,0.282,12.368,4.5411,7.741,,0.417,0.197,1.67,2.09,30.58,26.26,0.09,0.24,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.15,2017-07-28T19:06:26,0,42.766998,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:51:51,43.119,42.767,44.3743,-124.9502,8.7732,8.7538,3.522328,3.522985,33.1815,33.2066,123.67583,293.132663,0.946,12.3914,4.5146,7.807,,1.221,0.48,1.71,1.85,23.19,21.63,0.15,0.31,33.271,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.16,2017-07-28T19:06:26,0,22.853001,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:53:05,23.04,22.853,44.37428,-124.9502,9.2739,9.3193,3.53891,3.54136,32.898,32.8815,153.258349,290.429418,4.93,12.5376,4.3527,7.913,,1.459,0.485,1.74,1.18,8.62,10.31,0.13,0.5,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.17,2017-07-28T19:06:26,0,12.929,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:54:12,13.035,12.929,44.3743,-124.9502,10.0653,10.0689,3.584216,3.584864,32.644,32.6474,206.778414,285.899594,12.1,13.328,3.5721,8.042,314.265184,19.855,1.757,1.9,0.71,3.53,1.63,0.05,0.16,32.659,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.18,2017-07-28T19:06:26,0,123.109001,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:46:23,124.147,123.109,44.37432,-124.9502,7.8429,7.8434,3.509693,3.509991,33.8968,33.8995,85.357893,297.922852,0.0752,12.3521,4.5592,7.71,,0.089,0.251,1.26,2.31,37.56,30.33,0.04,0.24,,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.19,2017-07-28T19:06:26,0,12.929,0,485.299988,44.37417,-124.95017,2017-07-28T19:06:26,5000,2017-07-28T19:54:12,13.035,12.929,44.3743,-124.9502,10.0653,10.0689,3.584216,3.584864,32.644,32.6474,206.778414,285.899594,12.1,13.328,3.5721,8.042,,,,,,,,,,32.664,,,,,,,,,,,POINT (-124.95017 44.37417),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.20,2017-07-30T11:01:22,1,2603.240967,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T11:58:56,2641.242,2603.241,45.83016,-129.74628,1.7976,1.7982,3.141899,3.141969,34.6276,34.6277,57.347392,342.500278,0.0506,12.3158,4.6007,,81.34245,,,,,,,,,34.63,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.21,2017-07-30T11:01:22,1,2602.947998,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T11:59:07,2640.943,2602.948,45.83016,-129.74628,1.7976,1.7982,3.141887,3.141961,34.6276,34.6278,57.369722,342.500725,0.051,12.3166,4.5998,,84.030973,,,,,,,,,34.629,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.22,2017-07-30T11:01:22,1,220.602005,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:42:21,222.544,220.602,45.83016,-129.74628,6.8342,6.8315,3.423731,3.423651,33.9019,33.9037,102.056118,304.845536,0.0573,12.3279,4.5868,,,0.012,0.029,1.3,2.22,42,30.42,0.02,0.05,33.907,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.23,2017-07-30T11:01:22,1,220.593994,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:42:36,222.536,220.594,45.83014,-129.74629,6.8352,6.8388,3.423811,3.424286,33.9017,33.9034,102.216892,304.838391,0.0582,12.3283,4.5864,,,,,,2.23,41.88,30.41,0.04,0.13,,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.24,2017-07-30T11:01:22,1,201.205002,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:44:14,202.967,201.205,45.83016,-129.74628,7.1462,7.1464,3.449697,3.449868,33.8891,33.8909,111.175608,302.695623,0.0575,12.3318,4.5824,,176.837014,,,,2.17,39.32,29.06,0.04,0.05,,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.25,2017-07-30T11:01:22,1,180.046997,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:45:34,181.614,180.047,45.83016,-129.7463,7.4918,7.4932,3.478529,3.478837,33.8749,33.8769,123.095255,300.346528,0.0603,12.3879,4.5211,,,0.049,0.039,1.55,1.97,33.71,26.44,0.04,0.08,33.881,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.26,2017-07-30T11:01:22,1,179.964005,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:45:46,181.531,179.964,45.83016,-129.74629,7.4996,7.5038,3.479093,3.479708,33.8735,33.876,123.635637,300.29651,0.0621,12.3272,4.5877,,,,,,1.97,34.62,26.44,0.02,0.04,,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.27,2017-07-30T11:01:22,1,159.809006,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:46:55,161.192,159.809,45.83014,-129.7463,7.6988,7.7052,3.494059,3.494708,33.8509,33.8517,124.323394,298.985304,0.0623,12.3286,4.586,,,,,,1.95,31.88,26.17,0.02,0.02,33.851,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.28,2017-07-30T11:01:22,1,60.585999,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:50:37,61.096,60.586,45.83014,-129.74628,9.8223,9.8217,3.560182,3.560356,32.5986,32.6009,230.336353,287.503767,1.8,12.4454,4.4541,,,0.282,0.153,1.64,,,,,,32.611,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.29,2017-07-30T11:01:22,1,40.209999,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:52:19,40.547,40.21,45.83014,-129.74628,13.0017,13.0124,3.841985,3.843331,32.5657,32.5692,222.230636,268.760133,0.746,12.4563,4.4421,,,0.198,0.056,1.77,,,,,,32.575,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.30,2017-07-30T11:01:22,1,10.347,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:54:44,10.433,10.347,45.83016,-129.74628,16.2542,16.2519,4.144137,4.144224,32.5992,32.6018,194.769448,251.686768,0.232,12.3829,4.5242,,340.427431,,,,,,,,,,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.31,2017-07-30T11:01:22,1,10.347,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:54:44,10.433,10.347,45.83016,-129.74628,16.2542,16.2519,4.144137,4.144224,32.5992,32.6018,194.769448,251.686768,0.232,12.3829,4.5242,,338.605234,0.054,0.018,1.73,,,,,,32.607,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.32,2017-07-30T11:01:22,1,200.856003,0,411093.125,45.83017,-129.74617,2017-07-30T11:01:22,5000,2017-07-30T12:44:05,202.615,200.856,45.83016,-129.74628,7.1275,7.1176,3.448032,3.447423,33.8895,33.8926,109.81349,302.824243,0.0561,12.3405,4.5726,,179.994656,0.014,0.04,1.25,2.14,39.46,29.04,0.03,0.07,33.899,,,,,,,,,,,POINT (-129.74617 45.83017),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.33,2017-08-01T07:52:46,2,2603.240967,0,411379.875,45.8305,-129.74983,2017-08-01T07:52:46,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.34,2017-08-01T08:13:22,3,2603.240967,0,411379.875,45.8305,-129.74983,2017-08-01T08:13:22,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.35,2017-08-01T08:30:45,4,140.440994,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:45:55,141.65,140.441,45.83064,-129.74988,7.9407,7.9432,3.506956,3.507389,33.7645,33.7667,136.426146,297.523148,0.0815,12.3321,4.582,7.856,230.237481,0.035,0.024,1.58,1.77,27.35,23.84,0.04,0.2,33.786,2177.688953,612.25,22.6,2275.38,7.867,29,2065.17,83.52,1.891,1.226,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.36,2017-08-01T08:30:45,4,220.279007,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:40:20,222.219,220.279,45.83066,-129.74988,6.9087,6.915,3.429744,3.430636,33.8947,33.8984,104.244438,304.337757,0.0586,12.3365,4.5769,7.756,,0.044,0.029,1.59,2.25,41.42,30.13,0.04,0.06,33.907,2236.532146,724.96,23.8,2309.39,7.799,35.55,2129.49,71.49,1.591,1.03,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.37,2017-08-01T08:30:45,4,200.350998,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:41:40,202.105,200.351,45.83064,-129.74988,7.1538,7.1624,3.450172,3.451229,33.8873,33.8904,112.32336,302.646498,0.0688,12.3376,4.5758,7.78,,0.022,0.024,1.47,2.12,37.64,28.8,0.03,0.05,33.892,2222.535652,747.06,22.5,2291.6,7.785,36.33,2116.83,69.38,1.551,1.004,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.38,2017-08-01T08:30:45,4,180.554001,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:43:02,182.126,180.554,45.83064,-129.74988,7.4402,7.4531,3.473871,3.475305,33.8746,33.8775,122.023425,300.700232,0.062,12.3361,4.5774,7.815,,0.028,0.023,1.54,1.96,33.76,26.72,0.05,0.15,33.883,2197.319393,642.71,24.1,2286.99,7.846,30.95,2086.91,79.46,1.783,1.155,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.39,2017-08-01T08:30:45,4,160.248001,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:44:29,161.635,160.248,45.83064,-129.74988,7.7163,7.7252,3.495214,3.496173,33.8461,33.8479,130.437294,298.876334,0.0673,12.3347,4.5791,7.838,,0.024,0.027,1.46,1.85,30.57,25.12,0.05,0.08,33.863,2202.568092,651.56,22.5,2292.33,7.843,31.08,2091.73,79.76,1.797,1.165,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.40,2017-08-01T08:30:45,4,140.416,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:46:03,141.625,140.416,45.83064,-129.74988,7.9487,7.9623,3.50726,3.50812,33.76,33.7561,136.734297,297.477596,0.0762,12.3329,4.5811,7.856,231.3984,,,,,,,,,,,,,,,,,,,,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.41,2017-08-01T08:30:45,4,19.973,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:54:03,20.139,19.973,45.83064,-129.74988,15.9488,15.9785,4.115698,4.118604,32.5957,32.5969,201.017326,253.204748,0.36,12.4011,4.5037,8.13,,0.059,0.017,1.77,0.37,4.56,0.1,0.03,0.06,32.61,2000.802326,390.75,22.4,2204.23,8.043,14.42,1840.36,146.03,3.43,2.252,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.42,2017-08-01T08:30:45,4,100.5,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:48:42,101.355,100.5,45.83064,-129.74986,8.2536,8.2539,3.465111,3.465709,33.0398,33.0458,174.427,296.832264,0.324,12.3391,4.574,7.922,,0.1,0.081,1.54,1.38,15.85,15.51,0.06,0.06,33.131,2126.175067,505.74,22.5,2246.98,7.941,23.8,2006.82,95.56,2.194,1.422,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.43,2017-08-01T08:30:45,4,80.097,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:50:09,80.774,80.097,45.83066,-129.74988,8.3074,8.3071,3.437507,3.437775,32.7069,32.7101,207.970825,297.115853,0.591,12.36,4.5502,8.02,,0.23,0.159,1.58,0.98,9.29,8.02,0.45,0.18,32.763,2061.70251,395.61,23.8,2213.8,8.032,18.62,1930.45,112.63,2.604,1.687,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.44,2017-08-01T08:30:45,4,59.952,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:51:34,60.457,59.952,45.83064,-129.74986,9.0879,9.0875,3.497599,3.497951,32.6246,32.6286,223.699936,292.14122,1.65,12.4372,4.4632,8.073,,,,,0.77,7.98,4.12,0.2,0.28,32.637,2046.430214,372.73,22.5,2212.22,8.057,17.09,1908.36,120.98,2.81,1.823,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.45,2017-08-01T08:30:45,4,59.904999,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:51:45,60.409,59.905,45.83064,-129.74986,9.0862,9.0873,3.497539,3.497995,32.6255,32.6293,223.588287,292.150152,1.74,12.437,4.4634,8.079,,0.329,0.297,1.52,,,,,,,,,,,,,,,,,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.46,2017-08-01T08:30:45,4,39.817001,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:52:50,40.15,39.817,45.83064,-129.74988,10.5532,10.5751,3.624925,3.626835,32.6036,32.6031,238.8842,282.964565,2.19,12.4948,4.3994,8.143,422.66421,,,,0.51,3.95,0.78,0.04,0.08,32.615,2013.442867,318.56,24,2215.04,8.119,13.92,1856.32,143.21,3.34,2.173,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.47,2017-08-01T08:30:45,4,39.748001,0,411379.875,45.8305,-129.74983,2017-08-01T08:30:45,5000,2017-08-01T08:53:00,40.08,39.748,45.83064,-129.74988,10.8133,10.9037,3.647968,3.65619,32.6012,32.6024,239.232545,281.388082,2.32,12.5135,4.3788,8.145,409.362395,,,,,,,,,,,,,,,,,,,,POINT (-129.74983 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
